date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-09-02 13:12:29,realDonaldTrump,,26224,56356,241351,"Crazy Nancy Pelosi is being decimated for having a beauty parlor opened, when all others are closed, and for not wearing a Mask - despite constantly lecturing everyone else. We will almost certainly take back the House, and send Nancy packing!",,,,1301145978096025601,https://twitter.com/realDonaldTrump/status/1301145978096025601
2020-09-02 12:40:13,realDonaldTrump,TrumpWarRoom,28790,29569,112263,"Seriously, is this what our great USA wants as its leader?",,,,1301137855885070336,https://twitter.com/realDonaldTrump/status/1301137855885070336
2020-09-02 12:26:11,realDonaldTrump,,11782,21095,89379,"Joe Biden is not on the side of Law Enforcement, and that was spectacularly evident on my very successful trip yesterday to Kenosha. We solved the problem quickly, and it was very much appreciated by the people of Wisconsin. Joe Biden wouldn’t know where to begin - a bad record!",,,,1301134325782638593,https://twitter.com/realDonaldTrump/status/1301134325782638593
2020-09-02 10:12:15,realDonaldTrump,RaheemKassam,16588,28994,85196,"Rigged Election?",,,,1301100620741595136,https://twitter.com/realDonaldTrump/status/1301100620741595136
2020-09-02 09:58:34,realDonaldTrump,glennbeck,5078,15827,44530,"The Unsolicited Ballots Scam is their only hope. Will be the most corrupt election in history, by far!",,,,1301097177054359552,https://twitter.com/realDonaldTrump/status/1301097177054359552
2020-09-02 09:54:21,realDonaldTrump,theblaze,4617,11833,44456,"Some things just don’t get any crazier. Just call me Kate, problem over!",,,,1301096114578436097,https://twitter.com/realDonaldTrump/status/1301096114578436097
2020-09-02 09:51:00,realDonaldTrump,theblaze,5641,18899,62647,"This is the NEW and very sick Democrat Party. We will win on November 3rd, and MAKE AMERICA GREAT AGAIN!",,,,1301095272039186432,https://twitter.com/realDonaldTrump/status/1301095272039186432
2020-09-02 09:39:18,realDonaldTrump,theblaze,4281,14531,48071,"Like Fredo at Fake News @CNN, the very untalented Joy Reid should be fired for this horrible use of the words “Muslim Terrorists”. Such xenophobia and racism on MSDNC. Anyone else would be gone, and fast!!!",,@CNN,,1301092327017140224,https://twitter.com/realDonaldTrump/status/1301092327017140224
2020-09-02 09:31:32,realDonaldTrump,thebradfordfile,10248,19855,65586,"Will Fredo be fired by Fake News @CNN? He speaks with great disrespect about women, and it will only get worse. Fredo’s Ratings are bad, so this is the time. Always terrible to speak to sleazebags, especially when you are being recorded. CNN has no choice, Fredo must go!",,@CNN,,1301090370508464129,https://twitter.com/realDonaldTrump/status/1301090370508464129
2020-09-04 16:34:28,realDonaldTrump,,2494,9844,47684,"...to bringing prosperity and peace to the Balkans and the world. I am proud to have assisted these leaders!",,,,1301921581090959360,https://twitter.com/realDonaldTrump/status/1301921581090959360
2020-09-03 21:48:07,realDonaldTrump,KDKA,16473,23151,100439,"Thank you!!!",,,,1301638126117490693,https://twitter.com/realDonaldTrump/status/1301638126117490693
2020-09-03 14:32:35,realDonaldTrump,,0,0,0,".....go to your Polling Place to see whether or not your Mail In Vote has been Tabulated (Counted). If it has you will not be able to Vote & the Mail In System worked properly. If it has not been Counted, VOTE (which is a citizen’s right to do). If your Mail In Ballot arrives....",,,,1301528521752354816,https://twitter.com/realDonaldTrump/status/1301528521752354816
2020-09-02 09:46:47,realDonaldTrump,theblaze,2654,10172,37686,"See, even a Kennedy isn’t safe in the new Radical Left Democrat Party. Taxes up big, no 2A. Biden has completely lost control. Pelosi strongly backed the loser!",,,,1301094208967774208,https://twitter.com/realDonaldTrump/status/1301094208967774208
2020-09-02 09:40:41,realDonaldTrump,theblaze,7159,26519,115609,"We catch them all!",,,,1301092673240129536,https://twitter.com/realDonaldTrump/status/1301092673240129536
2020-09-02 02:27:32,realDonaldTrump,CNN,32855,32726,119901,"Mike Pence was never put on standby, & there were no mini-strokes. This is just more Fake News by @CNN, a phony story. The reason for the visit to Walter Reed, together with the full press pool, was to complete my yearly physical. Short visit, then returned (with press) to W.H...",,@CNN,,1300983667561562118,https://twitter.com/realDonaldTrump/status/1300983667561562118
